Date_of_Birth,Gender,Marital_Status,Number_of_Dependents,Monthly_Income,Sources_of_Income,Current_Loans,Debt_to_Income_Ratio,Property_Ownership,Employment_Status,Job_Tenure_Work_Experience,Credit_Score,Loan_Amount_Requested,Loan_Purpose,Desired_Loan_Tenure,Rent_Payment_History,Utility_Bill_Payments,Spending_Patterns,BNPL_Payment_History,Gig_Economy_Income,Behavioral_Data,Loan_Approved
1950-03-27,Female,Single,10,63551,Primary,Multiple,0.86,Owned,Retired,0,523,41968482,Business,96,Average,Average,Erratic,Average,Yes,Negative,0
1963-01-26,Male,Single,8,236834,Multiple,No,0.05,Commercial_Owned,Unemployed,0,441,17594949,Wedding,108,Average,Average,Aggressive,Poor,Yes,Very_Positive,0
1958-01-17,Female,Single,6,629366,Multiple,Yes,0.1,Commercial_Owned,Retired,0,334,37951427,Vehicle,48,Good,Average,Impulsive,N/A,Yes,Very_Positive,1
1984-03-22,Male,Married,9,31295,Pension,No,0.88,Commercial_Rented,Government,27,539,46346626,Medical,240,Average,N/A,Consistent,Poor,Yes,Positive,0
1961-01-27,Female,Single,6,425202,Primary,Multiple,0.08,Commercial_Rented,Self-Employed,23,659,42656512,Debt_Consolidation,12,Good,Poor,Impulsive,Poor,Yes,Negative,1
1955-01-08,Female,Married,3,303899,Multiple,Yes,0.47,Owned,Student,0,702,21909245,Home,120,Poor,Good,Aggressive,Average,Yes,Positive,0
1985-10-19,Female,Married,1,615917,Pension,No,0.41,Joint_Ownership,Student,0,556,27765928,Medical,36,Poor,N/A,Consistent,Good,Yes,Very_Negative,0
2005-05-05,Male,Married,2,916125,Rental_Income,Yes,0.31,Joint_Ownership,Self-Employed,17,343,18995266,Personal,180,Average,N/A,Consistent,Average,No,Positive,1
1995-03-20,Male,Single,8,805936,Secondary,Multiple,0.13,Commercial_Rented,Unemployed,0,388,37963568,Vehicle,300,Good,Average,Aggressive,Average,No,Neutral,0
1990-05-01,Male,Married,9,709671,Multiple,Yes,0.86,Joint_Ownership,Retired,0,391,9110774,Debt_Consolidation,120,Average,Poor,Consistent,Poor,No,Neutral,0
1978-03-14,Female,Single,0,139674,Secondary,No,0.21,Commercial_Rented,Retired,0,694,7237964,Medical,12,Good,Average,Cautious,Poor,No,Positive,1
1974-02-26,Female,Married,2,132575,Investments,No,0.73,Owned,Retired,0,465,16235836,Debt_Consolidation,48,Poor,Poor,Aggressive,N/A,No,Very_Positive,0
1963-09-13,Female,Single,2,105658,Secondary,No,0.47,Commercial_Rented,Salaried,18,535,8187323,Home,120,Average,Average,Consistent,Poor,No,Neutral,0
2001-01-16,Female,Single,4,416756,Secondary,No,0.31,Commercial_Rented,Government,17,624,5526242,Education,360,N/A,Average,Aggressive,Poor,Yes,Very_Negative,1
1997-02-26,Female,Married,8,635827,Pension,Yes,0.03,Rented,Self-Employed,31,452,3656006,Vehicle,108,Poor,Average,Aggressive,Poor,Yes,Neutral,1
1991-02-01,Female,Married,7,603696,Secondary,No,0.18,Commercial_Owned,Government,2,622,45271769,Personal,84,Good,Good,Cautious,Poor,No,Neutral,1
1950-01-02,Female,Married,4,751975,Multiple,No,0.05,Commercial_Owned,Salaried,20,615,13721068,Personal,24,Average,Good,Consistent,Good,Yes,Neutral,0
1971-12-26,Male,Married,3,929544,Multiple,Multiple,0.68,Rented,Government,4,347,20815764,Travel,48,Average,Good,Cautious,Average,Yes,Positive,0
1994-01-20,Female,Single,7,951621,Pension,Multiple,0.27,Owned,Student,0,544,10445419,Debt_Consolidation,108,N/A,Good,Cautious,Average,No,Negative,0
1951-07-07,Female,Married,2,147810,Investments,Multiple,0.53,Joint_Ownership,Retired,0,338,19169626,Business,72,Good,Poor,Aggressive,Poor,Yes,Positive,0
1982-10-08,Female,Married,6,43664,Pension,No,0.23,Commercial_Owned,Self-Employed,6,603,49089486,Travel,240,N/A,Good,Erratic,Average,No,Neutral,1
1993-03-14,Male,Married,2,300679,Primary,Multiple,0.7,Rented,Self-Employed,0,877,5997435,Vehicle,96,Poor,Good,Erratic,Average,No,Positive,1
1956-09-26,Male,Married,1,464404,Multiple,No,0.43,Owned,Salaried,36,898,43406186,Wedding,120,Good,Poor,Consistent,Poor,No,Very_Positive,0
1990-08-21,Female,Married,3,482181,Secondary,Yes,0.33,Rented,Unemployed,0,585,37090708,Business,240,N/A,Poor,Consistent,Good,Yes,Positive,0
1968-03-08,Female,Single,3,688299,Primary,Multiple,0.34,Owned,Unemployed,0,875,39576781,Home,96,Poor,N/A,Cautious,Average,Yes,Neutral,0
1960-02-09,Female,Married,1,533739,Multiple,Yes,0.62,Commercial_Rented,Retired,0,705,7354186,Travel,84,Average,N/A,Impulsive,N/A,No,Negative,0
1979-07-06,Male,Married,0,957141,Primary,Multiple,0.38,Rented,Unemployed,0,335,26618592,Medical,180,Average,N/A,Impulsive,Average,No,Positive,0
2006-09-28,Female,Married,4,685141,Pension,No,0.76,Commercial_Owned,Unemployed,0,304,24285969,Debt_Consolidation,96,Good,N/A,Aggressive,N/A,No,Neutral,0
2007-06-09,Female,Single,3,657950,Rental_Income,Yes,0.37,Commercial_Rented,Student,0,753,32315584,Debt_Consolidation,24,Good,Poor,Cautious,Average,No,Negative,0
2004-12-05,Female,Married,8,533045,Investments,No,0.5,Owned,Salaried,9,783,7941421,Vehicle,36,Average,Poor,Consistent,Poor,Yes,Positive,1
1959-02-14,Female,Single,5,239698,Investments,Multiple,0.8,Owned,Self-Employed,2,810,19785002,Personal,360,Good,N/A,Erratic,Average,No,Very_Positive,0
1993-01-27,Male,Single,10,902091,Pension,Multiple,0.72,Owned,Retired,0,685,39280550,Home,24,N/A,Poor,Consistent,Good,No,Very_Negative,1
1952-05-24,Male,Single,4,320611,Pension,Multiple,0.52,Commercial_Rented,Salaried,0,558,34898498,Medical,180,Poor,Poor,Consistent,Average,No,Positive,0
1955-04-19,Female,Married,9,455536,Secondary,No,0.82,Rented,Unemployed,0,853,4746162,Business,48,N/A,Average,Aggressive,N/A,No,Negative,0
2006-03-05,Male,Single,1,29586,Multiple,Multiple,0.13,Commercial_Rented,Government,2,438,21694387,Home,240,Good,Poor,Consistent,Poor,Yes,Very_Negative,0
1999-07-27,Male,Married,7,560531,Multiple,No,0.71,Joint_Ownership,Government,32,809,24698400,Business,360,N/A,Good,Consistent,Average,No,Very_Positive,1
1952-07-17,Female,Single,6,662490,Multiple,Multiple,0.01,Rented,Self-Employed,27,331,31099104,Wedding,84,Good,Poor,Impulsive,N/A,Yes,Very_Negative,0
1968-08-06,Male,Single,3,394039,Multiple,Multiple,0.54,Commercial_Owned,Government,10,373,44594513,Personal,300,N/A,Good,Impulsive,Good,Yes,Very_Negative,0
1995-08-22,Female,Single,10,234418,Pension,Multiple,0.39,Rented,Unemployed,0,846,12258075,Wedding,24,Poor,N/A,Consistent,Poor,Yes,Positive,0
1995-07-12,Male,Single,1,289715,Secondary,Yes,0.63,Owned,Student,0,514,31616330,Education,240,Poor,Poor,Erratic,Poor,Yes,Positive,0
1978-05-25,Male,Single,6,543778,Primary,Yes,0.55,Commercial_Rented,Student,0,375,208777,Home,108,Average,Poor,Erratic,Average,No,Neutral,0
1953-11-21,Female,Married,3,156408,Multiple,Yes,0.42,Rented,Government,34,308,40477683,Vehicle,120,Good,Poor,Impulsive,Good,No,Negative,0
1978-04-06,Male,Married,9,582076,Primary,No,0.82,Joint_Ownership,Self-Employed,29,433,10269122,Business,72,Poor,Good,Consistent,Good,Yes,Very_Positive,1
1959-10-17,Male,Single,1,996379,Rental_Income,No,0.8,Rented,Student,0,356,34290673,Vehicle,240,N/A,Good,Aggressive,N/A,Yes,Positive,0
1960-01-27,Female,Married,5,267866,Multiple,Yes,0.33,Commercial_Owned,Student,0,635,45699398,Education,60,Poor,Good,Impulsive,Good,No,Positive,0
1990-10-18,Male,Single,9,89772,Investments,Multiple,0.48,Commercial_Owned,Government,28,414,45525652,Home,300,Poor,Poor,Cautious,N/A,Yes,Negative,0
1988-05-13,Female,Single,9,111431,Rental_Income,Yes,0.41,Commercial_Rented,Unemployed,0,554,34423344,Travel,84,N/A,N/A,Erratic,Average,Yes,Neutral,0
1998-08-22,Male,Married,6,757132,Rental_Income,Multiple,0.48,Owned,Retired,0,518,10556550,Home,180,N/A,Average,Impulsive,Good,Yes,Neutral,0
2006-12-15,Female,Single,1,947857,Investments,Multiple,0.82,Rented,Retired,0,376,26825209,Vehicle,48,Poor,Poor,Cautious,N/A,No,Neutral,0
1992-02-19,Female,Single,6,845319,Rental_Income,Multiple,0.17,Commercial_Owned,Student,0,724,39058484,Home,36,Good,Good,Impulsive,Poor,Yes,Very_Positive,1
1980-10-07,Female,Single,3,582999,Investments,No,0.47,Commercial_Rented,Self-Employed,4,722,29420543,Home,24,Poor,Poor,Erratic,Poor,Yes,Very_Positive,1
1993-12-26,Female,Single,5,343749,Multiple,Yes,0.48,Owned,Unemployed,0,358,24875453,Education,108,Poor,Average,Cautious,Average,No,Positive,0
1974-08-11,Female,Single,4,355734,Pension,No,0.02,Owned,Salaried,32,527,8873090,Business,180,Poor,N/A,Cautious,N/A,Yes,Very_Negative,1
1980-04-15,Female,Single,2,102035,Pension,Multiple,0.24,Rented,Self-Employed,28,890,43566250,Wedding,24,Good,Poor,Erratic,Good,Yes,Positive,1
1959-12-11,Female,Single,1,684704,Investments,Multiple,0.46,Owned,Student,0,603,39959303,Education,48,Poor,Poor,Aggressive,Good,No,Positive,0
1982-08-09,Male,Single,0,59639,Investments,Multiple,0.45,Rented,Retired,0,718,31916544,Debt_Consolidation,36,Good,N/A,Impulsive,Poor,No,Neutral,0
1968-07-08,Female,Single,3,329533,Primary,Multiple,0.34,Owned,Self-Employed,10,408,9536295,Education,24,N/A,Poor,Impulsive,Good,Yes,Very_Negative,1
1997-02-21,Female,Married,6,148103,Secondary,Multiple,0.58,Owned,Salaried,15,371,42611967,Medical,48,Average,Average,Impulsive,N/A,Yes,Neutral,0
1983-04-04,Male,Married,3,169407,Rental_Income,Yes,0.27,Joint_Ownership,Unemployed,0,638,27370774,Debt_Consolidation,72,Average,N/A,Aggressive,N/A,Yes,Very_Positive,0
2003-07-19,Female,Married,10,283080,Primary,No,0.56,Joint_Ownership,Unemployed,0,757,20087309,Personal,12,Poor,N/A,Cautious,N/A,No,Very_Negative,0
1984-05-18,Male,Single,2,303507,Secondary,Yes,0.37,Commercial_Owned,Self-Employed,5,879,47701583,Personal,48,Average,Average,Cautious,Poor,No,Very_Positive,1
1989-03-08,Female,Single,1,483703,Rental_Income,Yes,0.12,Commercial_Owned,Government,38,733,41944902,Debt_Consolidation,48,Good,Poor,Cautious,Poor,Yes,Positive,1
1971-01-09,Male,Married,6,378164,Pension,Yes,0.13,Joint_Ownership,Government,19,502,16028781,Education,240,Average,Poor,Cautious,Average,Yes,Very_Negative,0
1957-07-10,Male,Married,1,443416,Investments,Multiple,0.52,Joint_Ownership,Retired,0,718,1848625,Personal,84,Poor,N/A,Cautious,Poor,Yes,Very_Negative,0
1994-04-27,Male,Single,2,119561,Investments,Multiple,0.34,Commercial_Owned,Unemployed,0,843,13536199,Medical,60,Poor,Average,Consistent,Poor,Yes,Very_Negative,0
1953-09-19,Female,Married,9,609071,Investments,No,0.31,Commercial_Owned,Retired,0,452,41388953,Travel,108,N/A,Good,Erratic,N/A,Yes,Positive,1
1964-02-05,Male,Married,5,925936,Rental_Income,Yes,0.09,Joint_Ownership,Student,0,300,39066266,Debt_Consolidation,84,Poor,N/A,Aggressive,Average,No,Neutral,0
1959-04-16,Female,Married,4,567098,Multiple,Yes,0.73,Owned,Government,20,554,8346427,Education,60,Average,Good,Erratic,N/A,No,Very_Negative,0
1976-04-01,Male,Single,2,441142,Pension,Yes,0.62,Commercial_Rented,Student,0,611,7880924,Travel,240,Average,Good,Impulsive,Poor,Yes,Negative,0
1980-06-20,Male,Married,8,910445,Investments,No,0.32,Commercial_Rented,Self-Employed,16,597,33435353,Debt_Consolidation,240,N/A,N/A,Impulsive,Good,No,Positive,1
1972-12-05,Male,Married,1,635573,Investments,Yes,0.49,Commercial_Owned,Unemployed,0,651,37085953,Home,24,N/A,N/A,Aggressive,N/A,No,Very_Positive,0
1998-06-19,Male,Married,4,760119,Multiple,Yes,0.36,Owned,Student,0,878,35860237,Medical,180,N/A,Poor,Erratic,Poor,Yes,Positive,1
1972-07-15,Male,Single,4,946926,Rental_Income,Yes,0.21,Commercial_Rented,Government,35,766,14536456,Business,96,Poor,Poor,Erratic,N/A,Yes,Very_Positive,1
1964-11-26,Male,Single,6,56366,Pension,No,0.02,Commercial_Rented,Government,7,441,24870597,Business,300,Average,Poor,Erratic,Average,Yes,Neutral,0
1954-05-25,Male,Single,4,816062,Investments,No,0.69,Commercial_Rented,Self-Employed,8,697,23200058,Wedding,300,Poor,Good,Impulsive,Average,Yes,Very_Positive,0
1987-01-21,Female,Single,3,316312,Multiple,Multiple,0.26,Joint_Ownership,Self-Employed,9,304,33597030,Wedding,300,N/A,Average,Aggressive,Average,No,Very_Negative,0
2005-04-08,Male,Married,10,98907,Pension,Multiple,0.62,Commercial_Rented,Unemployed,0,541,45162303,Travel,300,Good,N/A,Consistent,Good,No,Positive,0
1953-01-12,Male,Married,8,105294,Rental_Income,Multiple,0.58,Owned,Student,0,676,20158674,Business,12,N/A,Poor,Aggressive,N/A,Yes,Neutral,0
1952-11-16,Male,Married,0,578999,Rental_Income,Multiple,0.15,Joint_Ownership,Student,0,769,31754539,Business,240,N/A,N/A,Erratic,N/A,No,Very_Negative,0
1982-11-22,Male,Married,7,512190,Multiple,Yes,0.64,Rented,Government,12,474,46067324,Medical,60,Good,Good,Cautious,Average,No,Very_Negative,0
1951-05-28,Female,Married,8,20498,Primary,Yes,0.05,Joint_Ownership,Self-Employed,19,754,38568664,Education,120,Good,Average,Erratic,Poor,No,Very_Positive,0
1988-08-11,Male,Single,0,705624,Secondary,Yes,0.03,Rented,Unemployed,0,354,5272221,Vehicle,300,N/A,Average,Impulsive,Poor,Yes,Very_Negative,0
1991-05-13,Male,Married,6,465722,Rental_Income,No,0.23,Commercial_Owned,Salaried,19,478,22861272,Debt_Consolidation,72,Average,Poor,Cautious,N/A,Yes,Negative,1
1971-02-28,Male,Single,10,160770,Multiple,Yes,0.32,Rented,Self-Employed,0,678,48857781,Medical,300,Good,Average,Impulsive,Good,Yes,Negative,0
1996-10-15,Male,Single,10,437049,Multiple,No,0.13,Commercial_Rented,Salaried,21,860,27588753,Education,180,Average,Good,Cautious,Average,No,Very_Negative,1
1951-04-19,Female,Single,0,707318,Investments,Multiple,0.57,Commercial_Rented,Government,10,345,28727101,Wedding,120,Good,Poor,Erratic,Good,No,Positive,1
1993-04-09,Female,Married,1,86388,Pension,No,0.66,Commercial_Rented,Self-Employed,36,620,46796861,Education,48,Poor,Average,Consistent,Poor,Yes,Very_Positive,0
1978-11-17,Male,Married,5,652239,Multiple,Yes,0.54,Rented,Retired,0,314,42499540,Debt_Consolidation,300,N/A,Poor,Aggressive,N/A,Yes,Very_Positive,0
1983-05-13,Male,Single,2,573942,Investments,Yes,0.49,Commercial_Rented,Retired,0,630,8889374,Home,240,Poor,Poor,Aggressive,N/A,Yes,Very_Positive,1
1993-03-17,Female,Single,0,543804,Pension,Yes,0.13,Commercial_Rented,Salaried,32,785,4788284,Home,120,Average,N/A,Erratic,Good,No,Very_Negative,1
1979-07-01,Male,Single,5,97532,Primary,Yes,0.32,Commercial_Owned,Unemployed,0,480,28577228,Travel,24,N/A,N/A,Impulsive,N/A,Yes,Negative,0
1988-12-10,Male,Married,8,939988,Investments,Yes,0.64,Commercial_Owned,Retired,0,710,47508076,Home,180,Good,Poor,Aggressive,Poor,No,Neutral,1
1958-05-23,Female,Married,5,27558,Multiple,Multiple,0.84,Rented,Self-Employed,40,773,37326262,Education,240,Poor,Average,Cautious,Good,Yes,Neutral,0
1977-11-05,Female,Single,9,132575,Secondary,Multiple,0.14,Joint_Ownership,Self-Employed,13,770,3282848,Home,300,Poor,Poor,Consistent,Average,No,Positive,1
1962-12-10,Female,Single,9,499343,Multiple,Yes,0.68,Commercial_Owned,Student,0,349,2063467,Vehicle,96,N/A,N/A,Consistent,Poor,Yes,Neutral,0
1981-04-11,Female,Married,2,517847,Investments,Multiple,0.74,Rented,Unemployed,0,569,491382,Vehicle,120,Good,Average,Impulsive,Average,No,Negative,0
1953-05-02,Female,Single,3,565567,Pension,Multiple,0.32,Commercial_Owned,Unemployed,0,537,35763211,Personal,72,N/A,N/A,Consistent,Good,Yes,Very_Negative,0
1983-03-11,Male,Married,2,390190,Pension,Yes,0.08,Joint_Ownership,Self-Employed,1,859,16874424,Vehicle,84,Average,Good,Aggressive,Poor,Yes,Negative,1
1959-04-03,Female,Single,3,518861,Investments,Yes,0.05,Owned,Student,0,567,1698243,Home,96,Good,Poor,Impulsive,Good,No,Neutral,0
1975-02-01,Male,Single,9,60972,Rental_Income,Multiple,0.21,Owned,Self-Employed,39,485,7897672,Education,180,Good,Poor,Aggressive,Poor,Yes,Negative,0
1965-11-25,Male,Single,2,393649,Multiple,Yes,0.34,Rented,Self-Employed,12,872,39213908,Personal,24,Average,N/A,Impulsive,Good,No,Neutral,1
2001-09-04,Female,Married,1,66151,Pension,No,0.36,Commercial_Owned,Salaried,36,637,13159652,Medical,108,Poor,Poor,Erratic,N/A,No,Positive,0
1981-11-17,Female,Single,2,868801,Multiple,Yes,0.53,Joint_Ownership,Salaried,1,477,34666692,Medical,72,Good,Good,Consistent,Average,No,Negative,0
1952-07-23,Male,Single,3,737945,Primary,Yes,0.36,Joint_Ownership,Government,8,662,7707434,Home,96,N/A,Poor,Aggressive,Good,Yes,Positive,1
2000-06-19,Male,Single,10,199498,Secondary,No,0.2,Commercial_Rented,Government,9,373,39105421,Vehicle,60,Poor,Average,Cautious,Poor,No,Positive,0
2006-12-07,Male,Single,8,828561,Multiple,Multiple,0.45,Owned,Unemployed,0,863,14846045,Personal,12,Good,Good,Aggressive,Poor,Yes,Very_Negative,0
1982-04-18,Female,Married,10,449519,Pension,Yes,0.58,Rented,Retired,0,358,9163535,Medical,36,N/A,Average,Impulsive,Poor,Yes,Very_Negative,0
1970-10-20,Female,Single,4,686494,Rental_Income,Yes,0.6,Commercial_Owned,Salaried,35,588,48700266,Travel,240,Good,Good,Impulsive,Poor,No,Very_Positive,1
1974-09-23,Female,Married,2,854596,Rental_Income,Multiple,0.43,Commercial_Owned,Unemployed,0,740,6751432,Medical,12,Average,Poor,Aggressive,Good,Yes,Negative,0
2005-05-27,Male,Single,2,649396,Rental_Income,No,0.13,Rented,Self-Employed,40,676,6348188,Debt_Consolidation,120,Average,Poor,Cautious,N/A,No,Positive,0
1977-03-08,Female,Married,3,793295,Rental_Income,Multiple,0.68,Commercial_Owned,Unemployed,0,550,11606751,Education,120,Poor,Good,Impulsive,Poor,Yes,Positive,0
1988-11-19,Male,Single,4,488070,Pension,Multiple,0.53,Owned,Unemployed,0,788,1002124,Business,360,Good,Poor,Cautious,N/A,No,Positive,0
1951-08-09,Female,Single,6,507934,Secondary,Yes,0.65,Joint_Ownership,Government,35,369,9042328,Vehicle,96,Average,Average,Consistent,Poor,No,Neutral,0
1957-01-07,Male,Married,4,768127,Investments,Yes,0.07,Joint_Ownership,Salaried,2,369,36373469,Medical,12,Good,Average,Aggressive,N/A,Yes,Neutral,0
2005-09-16,Male,Married,2,207176,Pension,Yes,0.03,Owned,Self-Employed,1,521,49289703,Vehicle,360,N/A,Average,Cautious,N/A,No,Very_Negative,0
1972-12-04,Male,Single,1,987239,Multiple,Yes,0.43,Owned,Unemployed,0,650,27409525,Travel,48,Average,Average,Cautious,Poor,No,Very_Positive,0
1966-02-08,Female,Single,10,302904,Primary,No,0.25,Rented,Unemployed,0,449,42226400,Debt_Consolidation,120,Poor,Poor,Aggressive,Good,No,Neutral,0
1994-05-24,Female,Single,3,334136,Multiple,Yes,0.17,Joint_Ownership,Student,0,769,7344237,Business,12,Average,Good,Impulsive,Good,Yes,Very_Positive,1
1957-03-01,Female,Married,4,428669,Primary,Yes,0.62,Commercial_Rented,Salaried,19,419,12873295,Medical,48,Good,Good,Cautious,Good,Yes,Positive,0
2004-10-24,Female,Married,7,243607,Primary,No,0.54,Commercial_Rented,Retired,0,704,20120930,Wedding,48,Average,N/A,Cautious,N/A,No,Very_Negative,0
1968-09-04,Male,Married,9,493306,Secondary,No,0.68,Joint_Ownership,Government,18,558,21277094,Debt_Consolidation,12,Good,N/A,Cautious,Good,Yes,Negative,0
1997-02-14,Female,Married,3,307754,Secondary,Yes,0.82,Owned,Self-Employed,34,653,22648664,Wedding,12,N/A,Good,Impulsive,Poor,Yes,Neutral,1
1970-08-18,Female,Married,2,277592,Rental_Income,No,0.27,Rented,Unemployed,0,771,31028709,Personal,96,Poor,N/A,Cautious,Poor,No,Negative,0
1966-11-03,Male,Married,9,513319,Pension,Multiple,0.8,Owned,Student,0,859,31990327,Education,360,Poor,Average,Consistent,Average,No,Very_Positive,1
2007-05-08,Male,Married,7,507455,Multiple,Multiple,0.1,Commercial_Rented,Salaried,4,319,32680150,Personal,36,N/A,Good,Aggressive,Poor,Yes,Positive,0
1985-12-26,Female,Single,0,199105,Pension,Multiple,0.05,Rented,Salaried,12,593,49965838,Travel,24,N/A,Poor,Consistent,Average,No,Positive,0
1955-07-01,Male,Married,8,56133,Pension,No,0.79,Commercial_Owned,Government,24,842,11711705,Vehicle,360,Poor,N/A,Impulsive,Good,Yes,Very_Negative,0
1951-05-02,Male,Married,4,931305,Investments,No,0.3,Rented,Retired,0,406,22296989,Vehicle,360,Average,Poor,Impulsive,Good,No,Negative,0
2003-05-27,Female,Married,8,491472,Rental_Income,Multiple,0.4,Rented,Self-Employed,40,760,8181601,Vehicle,36,Good,N/A,Aggressive,N/A,No,Very_Positive,1
1986-12-20,Female,Single,8,634887,Rental_Income,Multiple,0.78,Owned,Salaried,0,328,47352540,Medical,360,Poor,Poor,Consistent,Good,Yes,Very_Negative,0
1981-06-22,Female,Single,4,887266,Rental_Income,Multiple,0.72,Owned,Unemployed,0,440,27229070,Business,180,Average,Good,Cautious,Good,Yes,Neutral,0
1957-09-06,Male,Married,3,712924,Secondary,Multiple,0.12,Rented,Government,25,735,26068317,Wedding,60,Poor,Poor,Consistent,Poor,No,Positive,1
1985-06-04,Male,Married,0,250469,Primary,Yes,0.86,Owned,Government,25,747,30085601,Wedding,48,Average,Average,Erratic,Good,No,Very_Positive,1
1956-08-18,Male,Single,3,710428,Investments,Multiple,0.23,Joint_Ownership,Self-Employed,35,504,25990890,Personal,300,Good,Good,Impulsive,Poor,No,Very_Positive,0
1978-09-05,Female,Single,0,771634,Investments,No,0.11,Joint_Ownership,Retired,0,525,28173775,Wedding,360,N/A,Poor,Impulsive,Good,Yes,Positive,1
1971-05-03,Female,Married,9,686893,Multiple,Multiple,0.71,Owned,Unemployed,0,730,26017415,Personal,120,Poor,Poor,Erratic,Good,Yes,Negative,0
1970-04-02,Female,Single,3,987236,Primary,No,0.22,Commercial_Rented,Retired,0,683,39002333,Business,108,N/A,Average,Erratic,Average,No,Negative,1
1955-10-10,Female,Married,9,268124,Primary,Yes,0.52,Commercial_Rented,Retired,0,563,9008137,Medical,108,N/A,Poor,Aggressive,N/A,No,Very_Negative,0
1960-12-02,Female,Single,8,306479,Rental_Income,Yes,0.8,Rented,Government,36,672,28892238,Business,108,N/A,Poor,Cautious,Poor,Yes,Neutral,0
1975-06-21,Male,Single,0,665192,Multiple,Multiple,0.74,Commercial_Rented,Government,19,813,5239142,Debt_Consolidation,12,Good,N/A,Erratic,Poor,Yes,Neutral,1
1982-05-23,Male,Married,1,372931,Rental_Income,No,0.08,Commercial_Owned,Salaried,12,777,15732321,Debt_Consolidation,84,Poor,Good,Consistent,Average,No,Neutral,1
